,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,0.042220751444498696,0.002593864236743066,0.0009981791178385417,8.99132768232406e-07,3,20,"{'max_depth': 3, 'n_estimators': 20}",0.6277366709537808,0.6151554808039907,0.5676776925016304,0.6035439589514267,0.025860457471594617,106,0.6776917088021488,0.6799856148083914,0.685459278998453,0.6810455342029978,0.003258461654515882
1,0.06348164876302083,0.0009399090249636465,0.0013385613759358723,0.00046351876215185633,3,30,"{'max_depth': 3, 'n_estimators': 30}",0.6298490264881895,0.6075183576838628,0.5651937215454155,0.6008784630711363,0.026814740288565033,108,0.6729637768891544,0.6824776041109797,0.6843583435682735,0.6799332415228024,0.004987609526704442
2,0.08344197273254395,0.0012288011379902144,0.0020047823588053384,1.2437946872269695e-05,3,40,"{'max_depth': 3, 'n_estimators': 40}",0.6411022096531835,0.6067861785409194,0.5754602062359586,0.607811318563089,0.026813721831946396,91,0.6800001193894523,0.6840760505527406,0.6854012296707338,0.6831591332043089,0.002298340145341494
3,0.10640041033426921,0.0012413796175023166,0.0019865830739339194,1.3602169402580645e-05,3,50,"{'max_depth': 3, 'n_estimators': 50}",0.6254500646469242,0.6152902478465381,0.5679017432807132,0.6028999588527544,0.025077167689873347,107,0.6789614303497271,0.6897319047559161,0.6874547622940517,0.6853826991332316,0.004634714233579275
4,0.12134305636088054,0.0012448141617688333,0.002318302790323893,0.00047848121356875345,3,60,"{'max_depth': 3, 'n_estimators': 60}",0.6344242569102554,0.6124366202388274,0.5677202442508319,0.60488562049776,0.02775533468473091,100,0.6810604211522803,0.6847587067570649,0.6858804418945945,0.6838998566013131,0.0020593474179313623
5,0.139616330464681,0.0008234712501578915,0.002670923868815104,0.0004755159325986881,3,70,"{'max_depth': 3, 'n_estimators': 70}",0.6321242935981304,0.6080266743640996,0.5707184347679005,0.6036474734059343,0.02526440802759848,105,0.6782725711308716,0.6840670924662398,0.6868862818766828,0.6830753151579314,0.0035857793086099014
6,0.1602473258972168,0.001691413959305087,0.0033152898152669272,0.00045732140424220753,3,80,"{'max_depth': 3, 'n_estimators': 80}",0.6365219311430104,0.6061595668597383,0.577318903512835,0.6066922959199151,0.024177605429885705,93,0.6816872620461067,0.6836602420853302,0.6868985088233285,0.6840820043182552,0.0021482839320594734
7,0.18053507804870605,0.0014166840931305244,0.0033260186513264975,0.0004689556415143621,3,90,"{'max_depth': 3, 'n_estimators': 90}",0.6408413155754367,0.6107338708763506,0.5690935124865738,0.6069185601208678,0.029420941214290074,92,0.6852026956126533,0.6865357936558505,0.6870498725400274,0.6862627872695105,0.0007784236273788991
8,0.19647502899169922,0.0029329360341470477,0.0039793650309244795,1.1748551096407583e-05,3,100,"{'max_depth': 3, 'n_estimators': 100}",0.6294850377237733,0.6117628312743253,0.571891362500061,0.6044011830247703,0.024086011616034533,103,0.6755866646791849,0.6850837352827818,0.6879334107564131,0.6828679369061267,0.005278437679741873
9,0.21807320912679037,0.0018712558914439905,0.003990968068440755,1.6556315943399795e-06,3,110,"{'max_depth': 3, 'n_estimators': 110}",0.6332927116913369,0.6151245958579586,0.5700037227637424,0.6061635307717986,0.02660762249071283,96,0.6828605190391434,0.6852041074823673,0.6848765521883047,0.6843137262366051,0.001036237259425681
10,0.2373650074005127,0.0013913952352902108,0.0039789676666259766,1.5004593773287353e-05,3,120,"{'max_depth': 3, 'n_estimators': 120}",0.6352069185513067,0.6125816763949133,0.5677742427797883,0.6052132481910286,0.028023122968227034,99,0.6804502458381155,0.6873332365642266,0.6863505737958858,0.684711352066076,0.003039646497379081
11,0.26396870613098145,0.006020758214861061,0.004654089609781901,0.0004701443636409438,3,130,"{'max_depth': 3, 'n_estimators': 130}",0.6339189733831039,0.61450351060171,0.5680210317920871,0.6055054569823864,0.027649501762578722,98,0.6806017074808335,0.6844205700400185,0.6858671508195107,0.6836298094467876,0.002221140866770983
12,0.28024061520894367,0.0028088723050413438,0.00498652458190918,7.018852922382233e-07,3,140,"{'max_depth': 3, 'n_estimators': 140}",0.6331327204768253,0.6124438279889534,0.567942668668606,0.6045308517531058,0.027200353926833478,102,0.6819357109202686,0.6872104823204427,0.6879763443486389,0.6857075125297833,0.0026853307304330145
13,0.2995328903198242,0.003411355749891526,0.005651156107584636,0.00047030264365569767,3,150,"{'max_depth': 3, 'n_estimators': 150}",0.6318528800557931,0.6148674898048907,0.5730670381174072,0.6066173714701206,0.024702149085709627,94,0.6822660077481646,0.6877465001644603,0.686955486265798,0.6856559980594743,0.0024187395450315954
14,0.32081906000773114,0.004471950491159662,0.005308628082275391,0.0004553545617144754,3,160,"{'max_depth': 3, 'n_estimators': 160}",0.6321312509469021,0.6110675561187704,0.573799608230118,0.6056887388696031,0.02412022562635904,97,0.6816253965614978,0.6846884478857344,0.6902677332585466,0.685527192568593,0.0035777195137458614
15,0.3394344647725423,0.0004392830814649446,0.005992571512858073,1.1703306187263128e-05,3,170,"{'max_depth': 3, 'n_estimators': 170}",0.6330858801937065,0.6121723769988864,0.5686780349686353,0.6046697180384907,0.02682905287381248,101,0.6793925236230856,0.6871494569994173,0.6865603971058052,0.6843674592427694,0.003526021006230163
16,0.3616991837819417,0.007389237130965969,0.006306250890096028,0.0004773722798392501,3,180,"{'max_depth': 3, 'n_estimators': 180}",0.6334591457714486,0.6099737151173219,0.5692809239324013,0.6042628823450286,0.026515126645208057,104,0.6799537240328315,0.68535808214508,0.6865782656891221,0.6839633572890111,0.0028786664860758395
17,0.3759942849477132,0.0035500817863094196,0.006659666697184245,0.000477639529885884,3,190,"{'max_depth': 3, 'n_estimators': 190}",0.6366710537914213,0.613540261885156,0.5695594794942129,0.6066159531771133,0.027837424228148215,95,0.6814500672900161,0.6860582136227517,0.6871028280138676,0.6848703696422117,0.0024558306051596234
18,0.06251009305318196,0.00045490624490574405,0.0009966691335042317,1.3250773748185687e-06,5,20,"{'max_depth': 5, 'n_estimators': 20}",0.6953752079605726,0.6458840943453719,0.6455543589167527,0.6622994902517613,0.023418416353161,90,0.8152366840844634,0.8061079839029874,0.8135678041665196,0.8116374907179901,0.003968868374234655
19,0.09341756502787273,0.0017152178609168706,0.0016625722249348958,0.00046923495380149933,5,30,"{'max_depth': 5, 'n_estimators': 30}",0.6884996171591106,0.6546791287854042,0.6452011138962355,0.6628152390734856,0.01859163074307705,89,0.815185216606624,0.8150892773445408,0.8142105017132522,0.814828331888139,0.000438624120975886
20,0.12466621398925781,0.0008142961241749987,0.0016609827677408855,0.00046979884766098557,5,40,"{'max_depth': 5, 'n_estimators': 40}",0.6965780714876945,0.6442946764620403,0.6517290033543205,0.6642282332024503,0.023104141843230033,88,0.8183253980609593,0.8161441287278788,0.8146159475732045,0.8163618247873475,0.0015221803246236662
21,0.15590731302897134,0.0012683339922594196,0.001994927724202474,2.9736021254650284e-07,5,50,"{'max_depth': 5, 'n_estimators': 50}",0.6995247928862791,0.6588933702908857,0.6436977334737977,0.667399423131308,0.02357529462607392,85,0.8221961596136717,0.8127820571719253,0.8135905291951255,0.8161895819935742,0.004260096852010633
22,0.18584688504536948,0.0018734969399885311,0.00265653928120931,0.00046754940421305175,5,60,"{'max_depth': 5, 'n_estimators': 60}",0.6926621749479464,0.6568238570829497,0.6522293945505049,0.6672601866282615,0.01808239308199678,86,0.8191127076917615,0.8157749714461112,0.8160968784875402,0.8169948525418042,0.0015033049952200865
23,0.21641159057617188,0.001416706348552296,0.0030024051666259766,1.4667426242591827e-05,5,70,"{'max_depth': 5, 'n_estimators': 70}",0.6994352107110099,0.6600652715569545,0.6564555623483175,0.672008789591,0.019474046059205358,74,0.8174282452199935,0.8148906726157708,0.8174159286266776,0.8165782821541473,0.0011933307421197901
24,0.24535242716471353,0.0014231024421775852,0.0036565462748209634,0.0004711459325017682,5,80,"{'max_depth': 5, 'n_estimators': 80}",0.7050321923056784,0.6506828094527889,0.6569717817398398,0.6709247461628057,0.02428449314252683,79,0.8203516115130081,0.8158838598245951,0.8198198777869111,0.8186851163748381,0.001992647131176129
25,0.285910685857137,0.003393590984840154,0.0036487579345703125,0.00046411457394086235,5,90,"{'max_depth': 5, 'n_estimators': 90}",0.6989091092624297,0.6493547761027796,0.6505267336846426,0.6662914180518399,0.02309869261646287,87,0.8193452845280857,0.8130265049046784,0.8174798400936802,0.816617209842148,0.0026507662031245043
