1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,95.0,42.0,929.0,1505.0,174.0,65.0,0.61,0.59,1.02,1.32,170.0,61.0,16.0,447.0,1399.0,160.0,16.0,0.51,0.98,0.52,1.34,575.0,99.0,43.0,2000.0,850.0,99.0,37.0,0.69,0.87,0.79,1.35,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
2.0,95.0,42.0,929.0,1505.0,174.0,65.0,0.61,0.59,1.02,1.32,170.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,61.0,16.0,447.0,1399.0,160.0,16.0,0.51,0.98,0.52,1.34,575.0,99.0,43.0,2000.0,850.0,99.0,37.0,0.69,0.87,0.79,1.35,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5058823529411764
7.0,61.0,16.0,447.0,1399.0,160.0,16.0,0.51,0.98,0.52,1.34,575.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,95.0,42.0,929.0,1505.0,174.0,65.0,0.61,0.59,1.02,1.32,170.0,99.0,43.0,2000.0,850.0,99.0,37.0,0.69,0.87,0.79,1.35,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9252173913043479
40.0,99.0,43.0,2000.0,850.0,99.0,37.0,0.69,0.87,0.79,1.35,180.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,95.0,42.0,929.0,1505.0,174.0,65.0,0.61,0.59,1.02,1.32,170.0,61.0,16.0,447.0,1399.0,160.0,16.0,0.51,0.98,0.52,1.34,575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,95.0,42.0,929.0,1505.0,174.0,65.0,0.61,0.59,1.02,1.32,170.0,91.0,21.0,2384.0,2355.0,245.0,68.0,1.12,1.06,1.06,1.35,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7625
2.0,95.0,42.0,929.0,1505.0,174.0,65.0,0.61,0.59,1.02,1.32,170.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,91.0,21.0,2384.0,2355.0,245.0,68.0,1.12,1.06,1.06,1.35,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3411764705882353
45.0,91.0,21.0,2384.0,2355.0,245.0,68.0,1.12,1.06,1.06,1.35,180.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,95.0,42.0,929.0,1505.0,174.0,65.0,0.61,0.59,1.02,1.32,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,20.0,6.0,1148.0,70.0,11.0,8.0,0.24,1.07,0.22,1.24,240.0,99.0,49.0,1057.0,886.0,117.0,63.0,0.46,0.63,0.73,1.35,180.0,48.0,21.0,1263.0,550.0,72.0,42.0,0.55,0.66,0.83,1.35,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9166666666666666
5.0,20.0,6.0,1148.0,70.0,11.0,8.0,0.24,1.07,0.22,1.24,240.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,99.0,49.0,1057.0,886.0,117.0,63.0,0.46,0.63,0.73,1.35,180.0,48.0,21.0,1263.0,550.0,72.0,42.0,0.55,0.66,0.83,1.35,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8375
22.0,99.0,49.0,1057.0,886.0,117.0,63.0,0.46,0.63,0.73,1.35,180.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,20.0,6.0,1148.0,70.0,11.0,8.0,0.24,1.07,0.22,1.24,240.0,48.0,21.0,1263.0,550.0,72.0,42.0,0.55,0.66,0.83,1.35,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7555555555555555
82.0,48.0,21.0,1263.0,550.0,72.0,42.0,0.55,0.66,0.83,1.35,60.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,20.0,6.0,1148.0,70.0,11.0,8.0,0.24,1.07,0.22,1.24,240.0,99.0,49.0,1057.0,886.0,117.0,63.0,0.46,0.63,0.73,1.35,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,20.0,6.0,1148.0,70.0,11.0,8.0,0.24,1.07,0.22,1.24,240.0,47.0,35.0,2474.0,88.0,15.0,26.0,0.36,1.0,0.36,1.28,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6166666666666667
5.0,20.0,6.0,1148.0,70.0,11.0,8.0,0.24,1.07,0.22,1.24,240.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,47.0,35.0,2474.0,88.0,15.0,26.0,0.36,1.0,0.36,1.28,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09583333333333334
97.0,47.0,35.0,2474.0,88.0,15.0,26.0,0.36,1.0,0.36,1.28,60.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,20.0,6.0,1148.0,70.0,11.0,8.0,0.24,1.07,0.22,1.24,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,12.0,5.0,1143.0,110.0,8.0,10.0,0.26,0.67,0.39,1.37,60.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,97.0,52.0,1546.0,2695.0,272.0,41.0,0.96,1.03,0.93,1.27,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7416666666666667
6.0,12.0,5.0,1143.0,110.0,8.0,10.0,0.26,0.67,0.39,1.37,60.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,97.0,52.0,1546.0,2695.0,272.0,41.0,0.96,1.03,0.93,1.27,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333
21.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,12.0,5.0,1143.0,110.0,8.0,10.0,0.26,0.67,0.39,1.37,60.0,97.0,52.0,1546.0,2695.0,272.0,41.0,0.96,1.03,0.93,1.27,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34
34.0,97.0,52.0,1546.0,2695.0,272.0,41.0,0.96,1.03,0.93,1.27,168.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,12.0,5.0,1143.0,110.0,8.0,10.0,0.26,0.67,0.39,1.37,60.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7202380952380952
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,10.0,4.0,596.0,440.0,37.0,23.0,0.28,0.66,0.42,1.13,60.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,37.0,16.0,946.0,400.0,50.0,12.0,0.29,0.65,0.44,1.37,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6708333333333333
10.0,10.0,4.0,596.0,440.0,37.0,23.0,0.28,0.66,0.42,1.13,60.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,37.0,16.0,946.0,400.0,50.0,12.0,0.29,0.65,0.44,1.37,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
64.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,10.0,4.0,596.0,440.0,37.0,23.0,0.28,0.66,0.42,1.13,60.0,37.0,16.0,946.0,400.0,50.0,12.0,0.29,0.65,0.44,1.37,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6036036036036037
72.0,37.0,16.0,946.0,400.0,50.0,12.0,0.29,0.65,0.44,1.37,62.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,10.0,4.0,596.0,440.0,37.0,23.0,0.28,0.66,0.42,1.13,60.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1935483870967742
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,51.0,25.0,1581.0,177.0,20.0,35.0,0.58,0.98,0.59,1.35,121.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,31.0,12.0,1388.0,40.0,5.0,16.0,0.38,0.82,0.47,1.05,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7458333333333333
13.0,51.0,25.0,1581.0,177.0,20.0,35.0,0.58,0.98,0.59,1.35,121.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,31.0,12.0,1388.0,40.0,5.0,16.0,0.38,0.82,0.47,1.05,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454545454545454
64.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,51.0,25.0,1581.0,177.0,20.0,35.0,0.58,0.98,0.59,1.35,121.0,31.0,12.0,1388.0,40.0,5.0,16.0,0.38,0.82,0.47,1.05,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6756756756756757
84.0,31.0,12.0,1388.0,40.0,5.0,16.0,0.38,0.82,0.47,1.05,60.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,51.0,25.0,1581.0,177.0,20.0,35.0,0.58,0.98,0.59,1.35,121.0,88.0,32.0,2415.0,1041.0,134.0,39.0,0.58,0.81,0.71,1.35,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11666666666666667
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,58.0,20.0,1255.0,426.0,81.0,39.0,0.54,0.74,0.73,1.35,158.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,41.0,23.0,4116.0,151.0,21.0,45.0,0.87,1.0,0.86,1.35,146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
17.0,58.0,20.0,1255.0,426.0,81.0,39.0,0.54,0.74,0.73,1.35,158.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,41.0,23.0,4116.0,151.0,21.0,45.0,0.87,1.0,0.86,1.35,146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41139240506329117
21.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,58.0,20.0,1255.0,426.0,81.0,39.0,0.54,0.74,0.73,1.35,158.0,41.0,23.0,4116.0,151.0,21.0,45.0,0.87,1.0,0.86,1.35,146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48
47.0,41.0,23.0,4116.0,151.0,21.0,45.0,0.87,1.0,0.86,1.35,146.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,58.0,20.0,1255.0,426.0,81.0,39.0,0.54,0.74,0.73,1.35,158.0,38.0,14.0,1618.0,188.0,20.0,21.0,0.26,0.77,0.34,1.28,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6712328767123288
1.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,98.0,57.0,1093.0,164.0,25.0,40.0,0.74,0.96,0.77,1.35,240.0,33.0,8.0,946.0,315.0,42.0,44.0,0.67,0.72,0.93,1.35,140.0,87.0,40.0,3155.0,525.0,78.0,38.0,0.45,0.72,0.63,1.29,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725
20.0,98.0,57.0,1093.0,164.0,25.0,40.0,0.74,0.96,0.77,1.35,240.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,33.0,8.0,946.0,315.0,42.0,44.0,0.67,0.72,0.93,1.35,140.0,87.0,40.0,3155.0,525.0,78.0,38.0,0.45,0.72,0.63,1.29,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7083333333333334
53.0,33.0,8.0,946.0,315.0,42.0,44.0,0.67,0.72,0.93,1.35,140.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,98.0,57.0,1093.0,164.0,25.0,40.0,0.74,0.96,0.77,1.35,240.0,87.0,40.0,3155.0,525.0,78.0,38.0,0.45,0.72,0.63,1.29,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6714285714285714
61.0,87.0,40.0,3155.0,525.0,78.0,38.0,0.45,0.72,0.63,1.29,130.0,96.0,29.0,2241.0,265.0,41.0,34.0,0.31,0.6,0.52,1.37,240.0,98.0,57.0,1093.0,164.0,25.0,40.0,0.74,0.96,0.77,1.35,240.0,33.0,8.0,946.0,315.0,42.0,44.0,0.67,0.72,0.93,1.35,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6076923076923076
